id,age_band,work_type,education_level,role_type,household_type,capital_gain_band,capital_loss_band,weekly_hours_band,region_type,protected_group,label
train_1419,band_2,private,13,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1420,band_2,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1421,band_3,self_employed,9,operations,partnered,none,low,standard,domestic,group_b,0
train_1422,band_2,private,7,operations,independent,none,none,standard,domestic,group_b,0
train_1423,band_1,public,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1424,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1425,band_3,self_employed,13,technical,partnered,none,none,high,domestic,group_b,0
train_1426,band_1,private,9,operations,shared_household,low,none,standard,domestic,group_b,0
train_1427,band_3,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1428,band_3,private,9,service,shared_household,none,none,high,domestic,group_a,1
train_1429,band_2,self_employed,12,technical,partnered,none,none,high,domestic,group_b,0
train_1430,band_2,private,9,operations,shared_household,none,none,high,european,group_b,0
train_1431,band_1,private,10,commercial_admin,shared_household,none,none,low,other_international,group_a,0
train_1432,band_3,self_employed,4,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1433,band_4,self_employed,9,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1434,band_4,private,7,service,partnered,none,none,low,domestic,group_b,0
train_1435,band_2,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_1436,band_3,private,10,commercial_admin,partnered,none,low,standard,domestic,group_b,1
train_1437,band_1,private,13,technical,partnered,none,none,standard,other_international,group_a,0
train_1438,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1439,band_1,private,9,operations,shared_household,none,none,low,domestic,group_a,0
train_1440,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1441,band_3,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1442,band_2,private,9,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_1443,band_2,private,10,technical,partnered,low,none,high,domestic,group_b,0
train_1444,band_2,private,13,commercial_admin,partnered,none,low,standard,domestic,group_b,1
train_1445,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_1446,band_4,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1447,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1448,band_3,private,3,operations,partnered,none,none,standard,regional,group_b,0
train_1449,band_1,private,7,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1450,band_1,public,10,technical,shared_household,none,none,low,domestic,group_a,0
train_1451,band_2,public,14,technical,partnered,none,none,high,domestic,group_b,1
train_1452,band_4,self_employed,9,technical,independent,none,none,low,domestic,group_b,0
train_1453,band_2,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_1454,band_2,private,5,service,partnered,none,none,standard,other_international,group_a,0
train_1455,band_1,public,13,technical,partnered,none,none,standard,domestic,group_a,0
train_1456,band_2,public,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1457,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_1458,band_3,private,9,service,independent,none,none,low,domestic,group_a,0
train_1459,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_1460,band_4,public,13,technical,partnered,high,none,high,domestic,group_b,1
train_1461,band_3,private,13,technical,partnered,none,none,low,domestic,group_b,0
train_1462,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1463,band_1,private,13,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1464,band_3,private,14,commercial_admin,independent,none,low,standard,domestic,group_a,0
train_1465,band_1,private,11,service,independent,none,none,high,domestic,group_a,0
train_1466,band_2,self_employed,9,operations,partnered,none,none,standard,regional,group_b,0
train_1467,band_2,private,13,commercial_admin,shared_household,none,none,high,domestic,group_a,0
train_1468,band_3,self_employed,8,technical,partnered,none,low,standard,domestic,group_b,0
train_1469,band_2,public,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1470,band_1,private,10,technical,shared_household,none,none,low,domestic,group_a,0
train_1471,band_3,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1472,band_2,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1473,band_3,private,11,operations,partnered,low,none,high,domestic,group_b,1
train_1474,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1475,band_2,self_employed,9,technical,partnered,none,none,high,domestic,group_b,1
train_1476,band_3,self_employed,9,technical,independent,high,none,high,domestic,group_a,1
train_1477,band_2,private,2,operations,partnered,none,none,high,regional,group_b,0
train_1478,band_2,private,9,technical,partnered,none,none,standard,domestic,group_b,1
train_1479,band_3,private,11,service,shared_household,none,none,standard,regional,group_a,0
train_1480,band_1,public,10,technical,independent,none,none,high,domestic,group_a,0
train_1481,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1482,band_1,private,10,commercial_admin,independent,none,none,low,domestic,group_a,0
train_1483,band_3,public,14,technical,partnered,high,none,standard,domestic,group_b,1
train_1484,band_1,private,6,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1485,band_1,private,9,commercial_admin,independent,none,none,low,domestic,group_a,0
train_1486,band_2,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_1487,band_3,private,7,operations,independent,none,none,standard,regional,group_b,0
train_1488,band_2,private,9,service,shared_household,none,none,standard,other_international,group_b,0
train_1489,band_1,private,14,commercial_admin,partnered,none,none,low,domestic,group_a,1
train_1490,band_1,private,10,commercial_admin,partnered,none,none,standard,domestic,group_a,1
train_1491,band_4,private,1,operations,independent,none,none,low,domestic,group_b,0
train_1492,band_1,private,14,technical,independent,none,none,standard,domestic,group_a,0
train_1493,band_2,private,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1494,band_2,self_employed,14,operations,partnered,none,none,high,domestic,group_b,0
train_1495,band_4,private,16,technical,partnered,high,none,high,domestic,group_b,1
train_1496,band_4,private,9,commercial_admin,independent,none,none,low,domestic,group_a,0
train_1497,band_2,private,9,operations,independent,none,high,standard,domestic,group_b,0
train_1498,band_3,private,9,operations,independent,none,none,standard,domestic,group_a,0
train_1499,band_1,private,9,service,partnered,none,none,standard,domestic,group_b,0
train_1500,band_2,self_employed,9,operations,independent,none,none,standard,domestic,group_b,0
train_1501,band_2,self_employed,10,operations,partnered,none,none,high,domestic,group_b,0
train_1502,band_1,private,3,operations,independent,none,none,standard,regional,group_b,0
train_1503,band_2,private,9,operations,independent,none,none,high,domestic,group_b,0
train_1504,band_1,private,9,operations,shared_household,none,none,low,domestic,group_b,0
train_1505,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1506,band_1,private,10,operations,partnered,none,none,high,domestic,group_b,0
train_1507,band_4,private,10,operations,shared_household,none,none,low,domestic,group_a,0
train_1508,band_2,private,11,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1509,band_3,private,11,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1510,band_1,private,13,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_1511,band_1,public,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_1512,band_2,private,13,technical,partnered,none,none,low,domestic,group_a,1
train_1513,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1514,band_2,private,6,service,shared_household,none,none,low,regional,group_a,0
train_1515,band_3,private,8,operations,independent,none,none,standard,domestic,group_a,0
train_1516,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1517,band_2,private,14,service,independent,none,none,high,domestic,group_a,0
train_1518,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1519,band_2,private,9,service,partnered,none,none,high,domestic,group_b,0
train_1520,band_2,private,12,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1521,band_1,public,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1522,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1523,band_3,private,10,commercial_admin,shared_household,none,none,standard,regional,group_a,0
train_1524,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1525,band_1,private,9,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_1526,band_2,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1527,band_1,public,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1528,band_3,private,6,operations,independent,none,none,high,domestic,group_b,0
train_1529,band_4,private,10,technical,partnered,high,none,standard,domestic,group_b,1
train_1530,band_4,private,9,commercial_admin,partnered,none,none,standard,other_international,group_b,0
train_1531,band_4,public,10,technical,partnered,none,none,low,domestic,group_b,1
train_1532,band_2,private,9,technical,shared_household,none,none,standard,domestic,group_a,0
train_1533,band_3,private,7,operations,partnered,none,none,standard,domestic,group_b,1
train_1534,band_2,private,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1535,band_1,self_employed,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1536,band_2,private,9,technical,independent,none,none,high,domestic,group_b,0
train_1537,band_1,public,10,technical,independent,none,none,low,domestic,group_a,0
train_1538,band_4,private,9,operations,independent,low,none,standard,domestic,group_b,0
train_1539,band_1,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_1540,band_2,private,2,operations,partnered,none,high,standard,regional,group_b,0
train_1541,band_2,private,10,technical,partnered,none,none,standard,domestic,group_b,0
train_1542,band_2,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1543,band_1,self_employed,9,operations,partnered,none,none,high,domestic,group_b,0
train_1544,band_1,private,9,operations,independent,none,none,standard,regional,group_b,0
train_1545,band_2,private,14,technical,partnered,none,none,high,domestic,group_b,1
train_1546,band_1,private,9,commercial_admin,shared_household,none,none,standard,regional,group_a,0
train_1547,band_2,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1548,band_4,private,9,operations,partnered,none,none,low,domestic,group_b,0
train_1549,band_3,private,10,service,partnered,high,none,standard,domestic,group_b,1
train_1550,band_3,public,9,technical,partnered,low,none,standard,domestic,group_b,1
train_1551,band_2,self_employed,13,commercial_admin,partnered,none,none,high,other_international,group_b,0
train_1552,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1553,band_1,private,7,service,shared_household,none,none,low,domestic,group_a,0
train_1554,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1555,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1556,band_3,private,6,operations,independent,none,none,standard,domestic,group_b,0
train_1557,band_2,private,10,technical,partnered,none,none,high,domestic,group_b,1
train_1558,band_4,public,10,technical,independent,low,none,standard,domestic,group_a,0
train_1559,band_2,private,13,technical,partnered,high,none,standard,domestic,group_b,1
train_1560,band_3,private,13,technical,partnered,none,none,standard,other_international,group_b,0
train_1561,band_2,private,10,operations,shared_household,none,none,standard,other_international,group_b,0
train_1562,band_3,private,7,operations,independent,none,none,standard,domestic,group_a,0
train_1563,band_1,private,11,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1564,band_1,self_employed,9,operations,shared_household,none,low,high,other_international,group_b,1
train_1565,band_3,self_employed,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1566,band_1,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1567,band_4,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1568,band_3,private,13,service,independent,none,none,high,domestic,group_b,0
train_1569,band_3,public,12,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1570,band_2,private,13,service,independent,none,none,standard,domestic,group_b,0
train_1571,band_2,private,13,technical,partnered,high,none,standard,domestic,group_b,0
train_1572,band_1,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1573,band_2,public,15,technical,shared_household,none,none,standard,domestic,group_a,0
train_1574,band_2,self_employed,14,technical,partnered,none,none,high,domestic,group_b,1
train_1575,band_2,private,13,technical,shared_household,none,none,standard,domestic,group_b,1
train_1576,band_1,private,9,service,independent,none,none,standard,domestic,group_a,0
train_1577,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_1578,band_1,private,9,operations,shared_household,none,none,low,domestic,group_a,0
train_1579,band_2,private,8,operations,partnered,none,none,standard,domestic,group_b,0
train_1580,band_2,private,10,technical,partnered,none,none,low,domestic,group_a,1
train_1581,band_2,self_employed,13,technical,partnered,high,none,high,domestic,group_b,1
train_1582,band_1,private,9,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1583,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1584,band_1,private,2,service,independent,none,none,standard,regional,group_a,0
train_1585,band_2,private,6,operations,independent,none,none,high,domestic,group_a,0
train_1586,band_1,private,13,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1587,band_4,self_employed,4,operations,partnered,none,none,standard,domestic,group_b,0
train_1588,band_2,private,10,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1589,band_2,private,9,technical,shared_household,none,none,high,domestic,group_a,0
train_1590,band_4,private,4,operations,partnered,none,none,low,domestic,group_b,0
train_1591,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1592,band_3,public,12,technical,partnered,none,none,standard,domestic,group_a,0
train_1593,band_3,private,3,operations,partnered,none,none,standard,regional,group_b,0
train_1594,band_4,private,13,commercial_admin,partnered,none,none,low,domestic,group_b,1
train_1595,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_1596,band_1,private,6,service,shared_household,none,none,low,domestic,group_b,0
train_1597,band_2,private,13,commercial_admin,shared_household,none,none,standard,domestic,group_b,1
train_1598,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1599,band_1,private,12,service,independent,none,none,high,domestic,group_a,0
train_1600,band_3,private,10,commercial_admin,independent,low,none,standard,domestic,group_a,0
train_1601,band_2,self_employed,13,technical,partnered,none,low,high,domestic,group_b,1
train_1602,band_2,private,15,technical,partnered,none,none,standard,domestic,group_b,1
train_1603,band_4,public,4,service,independent,none,none,low,domestic,group_a,0
train_1604,band_3,private,9,technical,partnered,none,none,high,domestic,group_b,1
train_1605,band_1,public,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1606,band_3,private,9,operations,partnered,none,none,standard,european,group_b,0
train_1607,band_3,self_employed,13,commercial_admin,partnered,low,none,high,domestic,group_b,0
train_1608,band_3,private,9,commercial_admin,partnered,none,none,low,domestic,group_a,1
train_1609,band_2,private,9,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_1610,band_2,self_employed,10,operations,partnered,none,none,high,domestic,group_b,1
train_1611,band_3,private,13,technical,partnered,none,low,high,domestic,group_b,1
train_1612,band_1,private,9,commercial_admin,independent,none,none,low,domestic,group_a,0
train_1613,band_2,self_employed,9,operations,shared_household,none,none,high,domestic,group_b,0
train_1614,band_3,private,4,service,shared_household,none,none,standard,domestic,group_b,0
train_1615,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1616,band_4,self_employed,9,technical,partnered,none,none,low,domestic,group_b,0
train_1617,band_2,private,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1618,band_4,public,14,technical,independent,none,none,low,domestic,group_a,0
train_1619,band_2,self_employed,13,service,independent,none,none,high,domestic,group_a,1
train_1620,band_2,public,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1621,band_2,private,9,operations,independent,none,none,standard,domestic,group_a,0
train_1622,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1623,band_2,private,9,operations,partnered,none,none,high,domestic,group_b,1
train_1624,band_1,private,12,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_1625,band_2,private,11,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1626,band_3,private,5,service,partnered,none,none,standard,regional,group_b,0
train_1627,band_4,self_employed,9,operations,independent,none,none,low,domestic,group_a,0
train_1628,band_3,private,8,operations,partnered,none,none,standard,domestic,group_b,0
train_1629,band_3,private,9,technical,partnered,none,none,low,domestic,group_b,1
train_1630,band_2,public,13,technical,independent,low,none,high,domestic,group_b,0
train_1631,band_1,private,9,commercial_admin,independent,none,none,standard,domestic,group_b,0
train_1632,band_1,private,10,operations,shared_household,none,none,high,domestic,group_b,0
train_1633,band_1,private,7,commercial_admin,independent,none,none,low,regional,group_a,0
train_1634,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_1635,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1636,band_1,private,10,operations,independent,none,none,standard,domestic,group_a,0
train_1637,band_2,self_employed,12,operations,independent,none,none,high,domestic,group_b,0
train_1638,band_3,self_employed,10,technical,partnered,none,none,low,domestic,group_b,0
train_1639,band_3,public,14,technical,independent,none,none,standard,domestic,group_b,1
train_1640,band_2,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_1641,band_1,private,10,service,independent,none,none,standard,domestic,group_a,0
train_1642,band_3,private,10,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_1643,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1644,band_3,private,14,technical,partnered,none,low,standard,domestic,group_b,1
train_1645,band_4,private,13,operations,partnered,high,none,low,domestic,group_b,1
train_1646,band_2,self_employed,9,operations,partnered,none,none,high,domestic,group_b,0
train_1647,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1648,band_2,private,13,technical,independent,none,none,high,domestic,group_a,1
train_1649,band_2,private,9,operations,independent,none,none,high,domestic,group_b,0
train_1650,band_3,private,14,technical,partnered,none,none,standard,domestic,group_a,1
train_1651,band_3,private,10,operations,partnered,none,none,high,domestic,group_b,1
train_1652,band_2,self_employed,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1653,band_1,private,10,commercial_admin,independent,none,none,low,domestic,group_b,0
train_1654,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_1655,band_3,public,9,operations,partnered,none,none,standard,domestic,group_a,1
train_1656,band_1,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_1657,band_1,private,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1658,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_1659,band_3,public,9,operations,partnered,low,none,standard,domestic,group_b,1
train_1660,band_4,public,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_1661,band_3,private,9,operations,independent,none,low,standard,domestic,group_a,0
train_1662,band_2,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1663,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1664,band_1,self_employed,14,technical,independent,none,none,high,domestic,group_a,0
train_1665,band_1,private,11,operations,partnered,none,none,standard,domestic,group_b,1
train_1666,band_2,private,10,technical,independent,none,none,standard,domestic,group_b,0
train_1667,band_3,private,14,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1668,band_3,private,13,technical,partnered,none,low,standard,domestic,group_b,1
train_1669,band_3,public,13,technical,partnered,none,none,standard,domestic,group_a,0
train_1670,band_2,public,14,technical,partnered,none,none,standard,domestic,group_a,1
train_1671,band_2,private,13,technical,partnered,high,none,standard,domestic,group_b,0
train_1672,band_2,private,12,technical,shared_household,none,low,standard,domestic,group_a,0
train_1673,band_2,private,11,technical,partnered,none,none,standard,domestic,group_a,1
train_1674,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1675,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1676,band_3,private,14,technical,partnered,none,none,standard,domestic,group_b,0
train_1677,band_2,private,12,technical,shared_household,none,none,standard,domestic,group_a,0
train_1678,band_2,private,13,service,independent,none,high,standard,domestic,group_b,0
train_1679,band_3,private,10,commercial_admin,partnered,none,none,standard,domestic,group_a,1
train_1680,band_1,public,8,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1681,band_2,public,11,operations,shared_household,none,none,standard,domestic,group_a,1
train_1682,band_2,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1683,band_2,public,12,commercial_admin,partnered,none,none,standard,domestic,group_a,1
train_1684,band_2,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_1685,band_3,private,10,technical,partnered,none,none,high,domestic,group_b,1
train_1686,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1687,band_2,private,13,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1688,band_1,public,10,technical,partnered,none,none,standard,domestic,group_b,1
train_1689,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_b,0
train_1690,band_4,private,13,commercial_admin,partnered,none,none,low,domestic,group_b,0
train_1691,band_1,public,13,technical,independent,none,none,low,domestic,group_b,0
train_1692,band_2,self_employed,13,commercial_admin,partnered,none,none,standard,domestic,group_a,1
train_1693,band_2,self_employed,14,technical,partnered,none,high,high,domestic,group_b,1
train_1694,band_2,private,9,technical,partnered,none,none,high,domestic,group_b,0
train_1695,band_2,self_employed,9,commercial_admin,shared_household,none,none,high,domestic,group_b,1
train_1696,band_2,public,9,technical,partnered,none,none,low,domestic,group_b,1
train_1697,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1698,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1699,band_3,private,12,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1700,band_2,public,16,technical,partnered,high,none,standard,domestic,group_b,1
train_1701,band_2,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1702,band_1,private,9,operations,shared_household,none,low,low,domestic,group_a,0
train_1703,band_2,self_employed,10,operations,partnered,none,none,standard,domestic,group_b,1
train_1704,band_2,private,2,operations,partnered,none,none,standard,regional,group_b,0
train_1705,band_3,public,14,technical,partnered,none,none,standard,domestic,group_b,0
train_1706,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1707,band_2,private,9,operations,independent,none,none,high,domestic,group_b,0
train_1708,band_3,private,13,operations,partnered,none,none,standard,domestic,group_b,0
train_1709,band_3,private,5,service,shared_household,none,none,high,domestic,group_a,0
train_1710,band_2,private,10,technical,partnered,none,low,standard,domestic,group_a,1
train_1711,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,1
train_1712,band_2,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_1713,band_1,public,11,technical,partnered,none,none,standard,regional,group_a,1
train_1714,band_4,private,6,operations,independent,none,none,standard,domestic,group_a,0
train_1715,band_1,private,10,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1716,band_3,private,7,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1717,band_3,private,14,commercial_admin,independent,none,none,low,domestic,group_a,0
train_1718,band_2,self_employed,5,service,shared_household,none,none,standard,domestic,group_b,0
train_1719,band_2,private,10,technical,partnered,none,none,high,domestic,group_b,1
train_1720,band_1,private,14,technical,partnered,none,none,standard,european,group_b,0
train_1721,band_3,public,9,technical,partnered,high,none,standard,domestic,group_a,1
train_1722,band_3,private,10,operations,shared_household,none,none,standard,domestic,group_a,0
train_1723,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1724,band_3,private,6,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1725,band_3,private,10,technical,partnered,none,low,high,domestic,group_b,0
train_1726,band_4,private,12,operations,shared_household,none,none,standard,domestic,group_a,0
train_1727,band_1,private,9,operations,shared_household,none,none,low,domestic,group_b,0
train_1728,band_4,self_employed,15,technical,partnered,none,none,low,domestic,group_b,0
train_1729,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1730,band_2,private,6,service,shared_household,none,none,standard,domestic,group_a,0
train_1731,band_3,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1732,band_1,private,9,commercial_admin,independent,low,none,high,domestic,group_b,0
train_1733,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1734,band_1,private,6,service,shared_household,none,none,low,domestic,group_a,0
train_1735,band_3,public,9,operations,partnered,none,none,standard,regional,group_b,1
train_1736,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1737,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1738,band_4,private,15,technical,partnered,high,none,low,domestic,group_b,1
train_1739,band_2,private,9,operations,partnered,high,none,high,domestic,group_b,1
train_1740,band_2,private,10,operations,independent,none,none,low,domestic,group_b,0
train_1741,band_4,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1742,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1743,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1744,band_3,private,14,technical,independent,high,none,standard,domestic,group_a,1
train_1745,band_1,private,7,technical,shared_household,none,none,standard,domestic,group_a,0
train_1746,band_2,private,3,operations,partnered,none,none,high,regional,group_b,0
train_1747,band_2,private,10,operations,partnered,low,none,high,domestic,group_b,1
train_1748,band_3,private,7,operations,independent,none,none,standard,domestic,group_a,0
train_1749,band_1,private,13,technical,shared_household,none,none,standard,domestic,group_b,0
train_1750,band_2,private,3,operations,partnered,none,none,standard,regional,group_b,0
train_1751,band_2,private,10,operations,shared_household,none,none,standard,regional,group_b,0
train_1752,band_1,private,7,operations,shared_household,none,none,standard,domestic,group_b,0
train_1753,band_2,private,10,operations,partnered,none,none,standard,domestic,group_b,0
train_1754,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1755,band_1,public,13,technical,independent,none,low,standard,domestic,group_a,0
train_1756,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1757,band_2,self_employed,12,operations,partnered,none,none,high,domestic,group_b,0
train_1758,band_3,self_employed,10,operations,partnered,none,none,standard,domestic,group_b,0
train_1759,band_3,private,9,commercial_admin,independent,none,none,low,domestic,group_a,0
train_1760,band_3,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1761,band_2,private,13,service,independent,none,none,high,domestic,group_a,0
train_1762,band_2,private,9,technical,partnered,none,none,high,domestic,group_b,1
train_1763,band_2,private,9,operations,partnered,high,none,high,domestic,group_b,1
train_1764,band_1,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1765,band_1,private,5,service,shared_household,none,none,standard,domestic,group_a,0
train_1766,band_2,private,13,operations,partnered,none,none,high,domestic,group_b,0
train_1767,band_2,private,12,technical,independent,none,none,high,domestic,group_b,1
train_1768,band_4,private,11,service,independent,none,none,low,domestic,group_a,0
train_1769,band_2,private,9,technical,partnered,none,none,high,domestic,group_b,1
train_1770,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1771,band_2,private,9,commercial_admin,shared_household,low,none,standard,regional,group_a,0
train_1772,band_3,public,13,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_1773,band_1,private,13,technical,independent,none,none,standard,domestic,group_b,0
train_1774,band_2,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_1775,band_3,private,4,operations,independent,none,none,standard,domestic,group_b,0
train_1776,band_3,private,9,operations,partnered,none,none,standard,domestic,group_b,1
train_1777,band_3,private,13,commercial_admin,partnered,high,none,standard,domestic,group_b,1
train_1778,band_3,public,14,technical,independent,none,none,high,domestic,group_a,0
train_1779,band_1,private,5,service,independent,none,none,standard,domestic,group_a,0
train_1780,band_2,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1781,band_4,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1782,band_2,private,10,technical,independent,none,none,low,domestic,group_a,0
train_1783,band_1,private,9,operations,shared_household,none,none,standard,domestic,group_a,0
train_1784,band_1,private,6,operations,partnered,none,none,high,domestic,group_a,0
train_1785,band_2,private,11,operations,partnered,high,none,standard,domestic,group_b,1
